0 0.13828125000000002,0.40555555555555556,0.037500000000000006,0.06666666666666665
0 0.0359375,0.6180555555555556,0.0375,0.06666666666666665
0 0.980859375,0.42083333333333334,0.038281250000000044,0.06944444444444442
0 0.90546875,0.6458333333333334,0.03749999999999998,0.06666666666666665
0 1.11953125,0.6625,0.03749999999999987,0.06666666666666665
0 1.05,0.5229166666666667,0.03750000000000009,0.07361111111111113
0 0.91328125,0.42083333333333334,0.03749999999999998,0.06944444444444442
0 0.76484375,0.3833333333333333,0.03749999999999998,0.06666666666666671
0 0.8796875,0.41944444444444445,0.03749999999999998,0.06666666666666665
0 0.88359375,0.42083333333333334,0.03749999999999998,0.050000000000000044
0 0.7390625,0.6375,0.018749999999999933,0.06388888888888888
0 0.82890625,0.5194444444444445,0.03749999999999998,0.06666666666666671
0 1.11953125,0.6625,0.03749999999999987,0.06666666666666665
0 1.24140625,0.6763888888888889,0.03750000000000009,0.06666666666666665
0 1.3296875,0.6527777777777778,0.03749999999999987,0.06666666666666665
0 1.4855468749999998,0.40555555555555556,0.038281250000000044,0.06666666666666665
0 1.4140625,0.6597222222222222,0.03750000000000009,0.06666666666666665
0 1.50234375,0.5395833333333333,0.018750000000000044,0.07916666666666672
0 1.50234375,0.7111111111111111,0.018750000000000044,0.06944444444444442
0 1.47265625,0.7097222222222223,0.03750000000000009,0.06666666666666665
0 1.47265625,0.7097222222222223,0.03750000000000009,0.06666666666666665
0 1.50234375,0.6791666666666667,0.018750000000000044,0.06666666666666665
0 1.50234375,0.6791666666666667,0.018750000000000044,0.06666666666666665
0 0.9265625,0.5194444444444445,0.03749999999999998,0.06666666666666671
0 0.5359375,0.5180555555555556,0.03749999999999998,0.06944444444444448
0 0.590625,0.41944444444444445,0.03749999999999998,0.06666666666666665
0 0.6617187499999999,0.6694444444444444,0.03749999999999998,0.06666666666666665
0 0.6375,0.37222222222222223,0.03749999999999998,0.06666666666666665
0 0.703125,0.37916666666666665,0.03750000000000009,0.06666666666666665
0 0.6640625,0.6166666666666667,0.03750000000000009,0.06666666666666665
0 0.7710937499999999,0.3861111111111111,0.03749999999999998,0.06666666666666665
0 0.78046875,0.6388888888888888,0.03749999999999998,0.06666666666666676
0 0.79296875,0.6333333333333333,0.03750000000000009,0.06666666666666665
0 0.90546875,0.6458333333333334,0.03749999999999998,0.06666666666666665
0 0.9140625,0.6430555555555556,0.0390625,0.06666666666666665
0 1.06171875,0.4027777777777778,0.03750000000000009,0.06666666666666665
0 1.19921875,0.7666666666666666,0.0390625,0.06666666666666676
0 1.18515625,0.5159722222222223,0.03749999999999987,0.07916666666666672
0 1.196875,0.65,0.03749999999999987,0.06666666666666665
0 1.2578125,0.4097222222222222,0.046875,0.06666666666666665
0 1.316015625,0.65,0.04296875,0.06666666666666665
0 1.309375,0.4263888888888889,0.03750000000000009,0.06666666666666665
0 1.411328125,0.4027777777777778,0.04296875,0.06666666666666665
0 1.43125,0.65,0.04531249999999987,0.06666666666666665
0 1.490234375,0.5395833333333333,0.03203125000000018,0.07916666666666672
0 0.271484375,0.3597222222222222,0.03359374999999998,0.06666666666666665
0 0.259375,0.5076388888888889,0.024999999999999967,0.0625
0 0.39921874999999996,0.3611111111111111,0.03437499999999999,0.06944444444444442
0 0.27734375,0.5027777777777778,0.03749999999999998,0.06666666666666665
0 0.3,0.6263888888888889,0.03749999999999998,0.06666666666666665
0 0.3578125,0.6243055555555556,0.03750000000000003,0.07638888888888884
0 0.398046875,0.6388888888888888,0.04296875,0.06666666666666676
0 0.45703125,0.6430555555555556,0.03749999999999998,0.06666666666666665
0 0.5210937499999999,0.6291666666666667,0.03749999999999998,0.06666666666666665
0 0.59453125,0.41944444444444445,0.03749999999999998,0.06666666666666665
0 0.6640625,0.6194444444444445,0.03750000000000009,0.06666666666666665
0 0.77421875,0.6388888888888888,0.03749999999999998,0.06666666666666676
0 0.7914062500000001,0.6277777777777778,0.03749999999999998,0.06944444444444442
0 0.8851562500000001,0.41944444444444445,0.03749999999999998,0.06666666666666665
